User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3
1001605,P00239742,F,18-25,0,B,1,0,8,14,15
1001606,P00170342,F,36-45,3,A,4+,0,1,15,
1001607,P00311542,M,46-50,1,A,2,1,5,,
1001608,P00204442,M,26-35,11,B,1,1,8,,
1001608,P00220442,M,26-35,11,B,1,1,5,14,
1001611,P00256842,M,26-35,0,B,1,0,5,,
1001611,P00000142,M,26-35,0,B,1,0,3,4,5
1001611,P0096942,M,26-35,0,B,1,0,3,4,
1001611,P00194642,M,26-35,0,B,1,0,1,6,13
1001611,P00182642,M,26-35,0,B,1,0,2,4,9
1001613,P00000142,M,18-25,20,A,1,0,3,4,5
1001613,P00002742,M,18-25,20,A,1,0,8,,
1001613,P00244042,M,18-25,20,A,1,0,1,2,15
1001616,P00113142,M,26-35,0,C,0,1,1,5,12
1001616,P00278642,M,26-35,0,C,0,1,5,,
1001617,P00329542,M,26-35,12,C,3,0,1,15,16
1001619,P00351142,M,51-55,3,C,1,1,1,8,17
1001625,P00052842,M,46-50,0,C,0,1,10,15,
1001629,P00113242,M,18-25,4,B,1,1,1,6,8
1001630,P0097342,M,46-50,17,C,1,0,1,15,16
1001631,P00218742,F,51-55,0,C,4+,0,5,,
1001632,P00288942,M,26-35,16,B,1,0,1,2,5
1001632,P00241242,M,26-35,16,B,1,0,1,11,15
1001632,P00022942,M,26-35,16,B,1,0,5,8,
1001632,P00289542,M,26-35,16,B,1,0,8,,
1001635,P00195742,M,26-35,0,B,1,0,3,4,
1001635,P00054042,M,26-35,0,B,1,0,18,,
1001635,P00220942,M,26-35,0,B,1,0,18,,
1001635,P00239642,M,26-35,0,B,1,0,5,,
1001640,P00247542,M,36-45,17,C,1,0,8,16,
1001641,P00117442,M,26-35,0,C,4+,0,5,14,
1001643,P00200242,M,46-50,2,C,4+,0,8,10,16
1001645,P00122542,F,18-25,9,B,1,1,11,,
1001645,P00342842,F,18-25,9,B,1,1,5,,
1001647,P0099742,M,18-25,18,B,0,0,3,4,5
1001647,P00316842,M,18-25,18,B,0,0,4,5,
1001647,P00309342,M,18-25,18,B,0,0,16,,
1001648,P00071442,M,51-55,14,B,3,1,15,17,
1001655,P00255842,M,18-25,4,C,2,1,16,,
1001659,P00179342,F,18-25,9,C,4+,1,11,,
1001666,P00212842,M,26-35,14,B,3,0,8,16,
1001666,P00128942,M,26-35,14,B,3,0,1,11,
1001667,P00020542,M,51-55,16,B,4+,0,18,,
1001675,P00244142,F,26-35,6,B,1,1,1,2,15
1001675,P00266642,F,26-35,6,B,1,1,1,8,9
1001676,P00227842,M,18-25,4,B,4+,0,2,5,
1001676,P00189742,M,18-25,4,B,4+,0,2,4,
1001676,P00223242,M,18-25,4,B,4+,0,5,14,
1001680,P00116442,M,26-35,20,A,3,1,5,11,
1001680,P00286642,M,26-35,20,A,3,1,11,14,
1001680,P00086242,M,26-35,20,A,3,1,10,,
1001680,P00150142,M,26-35,20,A,3,1,8,,
1001680,P00117342,M,26-35,20,A,3,1,1,8,13
1001680,P00219842,M,26-35,20,A,3,1,5,,
1001680,P00127442,M,26-35,20,A,3,1,1,2,15
1001680,P00321742,M,26-35,20,A,3,1,5,8,17
1001680,P00150542,M,26-35,20,A,3,1,5,,
1001680,P00259542,M,26-35,20,A,3,1,5,,
1001683,P00192042,F,26-35,7,C,3,0,5,9,14
1001683,P00359342,F,26-35,7,C,3,0,11,,
1001685,P00118542,M,36-45,12,B,1,0,5,8,
1001685,P00085242,M,36-45,12,B,1,0,8,14,17
1001685,P00319042,M,36-45,12,B,1,0,5,,
1001685,P00227742,M,36-45,12,B,1,0,5,14,
1001685,P00163842,M,36-45,12,B,1,0,8,,
1001685,P00241542,M,36-45,12,B,1,0,1,6,
1001694,P00031842,M,26-35,12,B,3,1,1,5,12
1001697,P00182142,F,18-25,4,B,3,0,1,5,6
1001697,P00270842,F,18-25,4,B,3,0,5,,
1001701,P00184942,F,26-35,4,B,1,0,1,8,17
1001706,P00100442,M,26-35,20,B,1,1,2,4,5
1001707,P00025942,M,51-55,1,C,0,1,8,14,
1001712,P00026242,M,26-35,0,B,4+,0,8,,
1001712,P0097742,M,26-35,0,B,4+,0,8,,
1001712,P00295842,M,26-35,0,B,4+,0,5,8,
1001716,P00144042,M,26-35,0,B,0,0,2,3,4
1001717,P00312742,F,51-55,6,B,1,0,15,,
1001717,P00035842,F,51-55,6,B,1,0,5,6,9
1001721,P00047342,M,18-25,19,C,3,0,5,,
1001721,P00023342,M,18-25,19,C,3,0,3,4,5
1001721,P00197242,M,18-25,19,C,3,0,4,5,
1001722,P00345342,M,36-45,0,C,4+,0,5,11,
1001723,P00110942,M,36-45,17,C,0,1,1,2,
1001726,P00218142,M,26-35,2,B,1,1,1,2,
1001727,P0095542,M,36-45,16,B,2,1,2,4,9
1001727,P00167842,M,36-45,16,B,2,1,5,,
1001728,P00191642,M,18-25,4,C,2,0,3,4,12
1001730,P00294542,F,18-25,4,C,1,0,8,,
1001733,P00293542,M,18-25,14,B,0,1,8,,
1001733,P00119242,M,18-25,14,B,0,1,18,,
1001733,P00242042,M,18-25,14,B,0,1,8,14,
1001733,P00189242,M,18-25,14,B,0,1,5,,
1001733,P00117542,M,18-25,14,B,0,1,18,,
1001734,P00271242,M,46-50,17,B,2,1,8,14,
1001737,P00251942,M,36-45,20,B,3,0,1,2,5
1001737,P00059742,M,36-45,20,B,3,0,1,11,15
1001740,P00278642,M,55+,1,C,2,0,5,,
1001741,P00178942,M,36-45,7,A,4+,1,5,8,
1001741,P00323942,M,36-45,7,A,4+,1,8,15,
1001741,P00174542,M,36-45,7,A,4+,1,11,15,
1001741,P00324242,M,36-45,7,A,4+,1,15,16,
1001741,P00187342,M,36-45,7,A,4+,1,4,5,15
1001741,P00000642,M,36-45,7,A,4+,1,1,6,16
1001741,P00066242,M,36-45,7,A,4+,1,1,2,5
1001741,P00286842,M,36-45,7,A,4+,1,5,8,
1001744,P00356742,M,36-45,12,C,2,0,5,,
1001746,P00151342,M,26-35,4,C,1,1,7,,
1001748,P00116142,M,51-55,1,A,1,1,10,13,16
1001748,P00120242,M,51-55,1,A,1,1,8,,
1001749,P00030042,M,26-35,2,B,1,1,8,,
1001752,P00255842,M,26-35,3,B,1,0,16,,
1001752,P00085942,M,26-35,3,B,1,0,2,4,8
1001752,P00364842,M,26-35,3,B,1,0,5,16,
1001753,P00030742,M,36-45,6,B,3,0,1,,
1001755,P00278642,F,18-25,4,B,4+,0,5,,
1001757,P00074642,M,26-35,4,B,4+,0,5,9,14
1001757,P00127642,M,26-35,4,B,4+,0,1,2,15
1001757,P00049142,M,26-35,4,B,4+,0,1,15,
1001758,P00111842,F,26-35,0,B,1,0,8,,
1001760,P00146742,F,26-35,3,C,1,1,1,13,14
1001764,P00161142,M,18-25,0,B,1,0,11,,
1001764,P00345142,M,18-25,0,B,1,0,5,11,
1001764,P00079742,M,18-25,0,B,1,0,1,2,15
1001764,P00196442,M,18-25,0,B,1,0,5,,
1001764,P00145842,M,18-25,0,B,1,0,4,5,
1001766,P00046742,F,46-50,0,C,0,1,1,2,15
1001767,P00193642,M,26-35,20,C,1,0,2,3,4
1001768,P00285542,M,46-50,16,C,1,1,8,,
1001772,P00214442,M,55+,2,C,1,0,8,,
1001776,P00244042,M,26-35,0,B,4+,1,1,2,15
1001776,P00346242,M,26-35,0,B,4+,1,1,15,
1001776,P00016542,M,26-35,0,B,4+,1,1,6,16
1001776,P00315842,M,26-35,0,B,4+,1,5,,
1001776,P00214642,M,26-35,0,B,4+,1,11,13,16
1001778,P00130442,M,18-25,4,B,1,0,3,5,
1001778,P00126242,M,18-25,4,B,1,0,2,4,5
1001780,P00326742,M,36-45,1,B,0,0,11,,
1001780,P0096142,M,36-45,1,B,0,0,3,4,
1001780,P00193542,M,36-45,1,B,0,0,1,2,
1001785,P00363442,M,18-25,4,B,2,0,1,,
1001789,P00251442,M,0-17,10,C,2,0,5,,
1001793,P00136842,M,26-35,4,B,1,0,1,8,16
1001793,P00016442,M,26-35,4,B,1,0,2,4,8
1001794,P00148042,M,26-35,11,B,1,0,8,,
1001796,P00324942,M,51-55,11,C,2,1,5,,
1001796,P00121642,M,51-55,11,C,2,1,5,14,
1001796,P00168642,M,51-55,11,C,2,1,7,,
1001797,P00195242,M,36-45,7,C,2,0,8,,
1001797,P00282442,M,36-45,7,C,2,0,5,8,18
1001798,P00184442,M,46-50,11,C,2,1,1,6,8
1001809,P00235242,F,26-35,14,C,0,1,8,,
1001812,P00243942,F,26-35,12,A,4+,1,1,2,15
1001812,P00345742,F,26-35,12,A,4+,1,1,2,15
1001820,P00112642,M,26-35,20,B,1,1,1,2,5
1001820,P00113342,M,26-35,20,B,1,1,1,8,17
1001825,P00032842,M,26-35,7,C,4+,1,8,,
1001825,P00004742,M,26-35,7,C,4+,1,6,16,
1001827,P00265242,F,26-35,1,C,3,0,5,8,
1001833,P00289042,M,18-25,17,B,2,0,8,,
1001833,P00145942,M,18-25,17,B,2,0,6,8,13
1001834,P00112642,M,36-45,5,C,4+,0,1,2,5
1001835,P00217942,M,26-35,19,B,3,0,5,,
1001835,P00207342,M,26-35,19,B,3,0,5,8,14
1001835,P00344042,M,26-35,19,B,3,0,18,,
1001835,P00195842,M,26-35,19,B,3,0,3,4,8
1001836,P00313042,M,26-35,0,A,4+,0,5,14,
1001836,P00152442,M,26-35,0,A,4+,0,8,,
1001837,P00199442,M,26-35,2,B,1,0,5,9,
1001837,P00185442,M,26-35,2,B,1,0,15,,
1001837,P00054242,M,26-35,2,B,1,0,1,6,14
1001839,P00321942,M,18-25,4,C,1,0,5,,
1001842,P00033342,M,18-25,4,B,1,0,5,14,
1001842,P00134242,M,18-25,4,B,1,0,6,,
1001842,P00150942,M,18-25,4,B,1,0,6,11,13
1001845,P00001442,M,26-35,2,B,3,1,8,,
1001851,P00200842,M,26-35,19,B,4+,1,8,,
1001851,P00028842,M,26-35,19,B,4+,1,6,8,
1001851,P00349942,M,26-35,19,B,4+,1,1,5,
1001851,P00341942,M,26-35,19,B,4+,1,11,15,16
1001851,P00277542,M,26-35,19,B,4+,1,1,6,15
1001851,P00227942,M,26-35,19,B,4+,1,2,5,
1001852,P00145442,M,26-35,12,B,1,0,8,15,
1001854,P00221842,M,26-35,0,C,2,0,1,8,
1001855,P00262242,M,18-25,4,C,4+,0,1,11,16
1001855,P00127942,M,18-25,4,C,4+,0,1,2,5
1001858,P00100442,F,18-25,4,B,0,0,2,4,5
1001859,P00112142,F,26-35,4,C,1,1,1,2,14
1001860,P00111142,M,55+,16,C,1,0,1,15,16
1001865,P00363442,F,18-25,1,B,2,0,1,,
1001866,P00051442,M,26-35,7,A,4+,1,8,17,
1001874,P00121242,M,46-50,7,B,3,1,2,,
1001875,P00114042,M,36-45,12,A,2,0,5,14,
1001875,P00299142,M,36-45,12,A,2,0,5,,
1001880,P00127242,M,36-45,0,B,3,1,1,16,
1001880,P00057542,M,36-45,0,B,3,1,3,4,5
1001880,P00274842,M,36-45,0,B,3,1,1,6,16
1001880,P00105942,M,36-45,0,B,3,1,5,,
1001881,P00148342,M,36-45,2,A,4+,1,5,,
1001883,P00150342,F,51-55,0,B,1,1,8,14,
1001883,P00054342,F,51-55,0,B,1,1,7,,
1001884,P00105142,M,46-50,20,B,1,1,1,2,15
1001884,P00084042,M,46-50,20,B,1,1,12,14,
1001887,P00111142,M,55+,15,C,3,1,1,15,16
1001889,P00329442,M,18-25,14,B,2,0,5,8,
1001889,P00313342,M,18-25,14,B,2,0,5,,
1001889,P00275842,M,18-25,14,B,2,0,2,9,15
1001889,P00288942,M,18-25,14,B,2,0,1,2,5
1001889,P00136742,M,18-25,14,B,2,0,1,14,16
1001896,P00052842,M,55+,13,C,4+,1,10,15,
1001896,P00276342,M,55+,13,C,4+,1,5,,
1001897,P00213242,F,51-55,2,A,1,1,5,8,
1001897,P00366942,F,51-55,2,A,1,1,8,,
1001899,P00127642,F,46-50,6,A,1,1,1,2,15
1001899,P00118242,F,46-50,6,A,1,1,5,8,
1001903,P00110842,M,36-45,0,B,1,0,1,2,5
1001904,P00303242,M,18-25,1,B,4+,0,5,8,
1001908,P0009842,M,55+,13,C,3,1,8,16,
1001908,P00220442,M,55+,13,C,3,1,5,14,
1001908,P00236642,M,55+,13,C,3,1,6,16,
